sqft_living,sqft_lot,floors,sqft_above
1370,9000,1.0,1370
3410,9360,1.5,3410
1850,11700,1.0,1850
3010,12611,2.0,3010
1530,3056,2.0,1530
2690,21357,1.0,1420
2810,7140,1.0,1490
1810,7300,1.0,1240
1560,3987,2.0,1560
1010,9611,1.0,1010
1000,1760,1.0,600
990,1380,3.0,990
720,4222,1.0,720
6070,14731,2.0,6070
2270,2400,2.0,2270
1380,1073,2.0,1140
1260,8378,1.0,840
2910,35679,2.0,2910
1810,12825,1.0,1810
3160,8281,2.0,3160
1910,1369,3.0,1910
1230,4380,1.0,1230
2960,6219,2.0,2960
2200,8375,2.0,2200
1270,32175,1.0,1270
2540,12843,2.0,2540
3030,9273,2.0,3030
1520,8835,1.0,1520
1560,7800,2.0,1560
970,4560,1.0,970
3570,14648,2.0,3570
1350,7740,1.0,860
3710,10400,2.0,2290
1430,8355,1.5,1430
940,8571,1.0,940
4300,12250,2.0,4300
3990,13470,2.0,3990
1380,4000,1.5,1380
2020,7865,1.0,1010
1480,5670,1.0,780
1190,27007,1.0,1190
2550,6300,1.0,1560
2550,6300,1.0,1560
1500,6332,1.0,1500
3000,8250,1.0,1760
1690,4250,1.0,1020
4390,17832,1.0,2430
1560,4100,2.0,1560
2940,8624,1.0,1690
1130,4100,1.0,990
1020,8437,1.0,1020
1310,2550,2.0,1310
2570,9487,2.0,2570
2020,6867,1.0,1010
1680,3240,1.0,840
1770,7700,1.5,1770
3190,10970,2.0,3190
1440,7950,1.0,1440
1150,6000,1.0,1150
1860,3658,2.0,1860
2430,5203,2.0,2430
1940,4000,1.5,1940
670,43377,1.0,670
880,2970,1.0,880
1930,14196,1.0,1330
3120,7898,1.0,1560
1830,6162,2.0,1830
3230,40319,2.0,3230
700,3000,1.0,700
1010,8580,1.0,1010
2460,10061,1.0,1410
2230,5000,2.0,2230
1570,2865,2.0,1570
2390,6600,2.0,2390
3460,7749,2.0,3020
2400,8620,2.0,1640
2940,7500,1.5,2940
8010,45517,2.0,5990
1570,8400,1.0,1570
1520,7500,1.0,1180
1070,6440,1.0,1070
440,8313,1.0,440
2440,9600,1.0,1220
2660,3672,2.0,1800
4460,103382,2.0,4460
2010,3667,2.0,2010
1450,3850,2.0,1450
1400,9900,1.0,1400
1500,2500,2.0,1500
2500,7394,2.0,2500
1280,7110,1.0,1000
3380,7500,2.0,2420
2910,18700,1.0,2210
3060,7140,2.0,3060
1330,40259,1.0,1330
3300,101930,2.0,3300
3250,6000,2.0,2500
2530,9200,1.0,1570
1830,13900,1.0,1830
1170,11100,1.0,1170
2930,14057,1.0,1680
1230,7560,1.0,1230
1620,2930,2.0,1620
1760,5355,1.0,1160
1440,8250,1.0,1440
1740,8100,1.0,1050
1270,3600,1.5,1270
880,3000,1.0,880
2560,8320,1.0,1370
1540,4000,1.0,1140
1150,17585,1.0,1150
770,8149,1.0,770
4610,40202,1.0,2500
1850,4597,2.0,1850
1840,8400,1.0,1290
1490,3800,1.0,700
1490,3800,1.0,700
960,10125,1.0,960
1580,7307,1.0,1160
1260,889,3.0,1260
1940,6440,1.0,970
2490,7834,1.0,1240
2520,27951,1.5,1890
1760,5356,1.0,920
4190,7504,2.0,4190
1170,4400,1.0,870
1600,4271,2.0,1600
2760,27631,2.0,1800
2090,8653,2.0,2090
2320,3974,2.0,2320
4110,7920,2.0,3150
770,17334,1.0,770
1410,16105,1.0,1410
3660,14401,2.0,2660
2180,7210,1.0,1190
1110,7520,1.0,1110
2280,7417,2.0,2280
2820,6180,2.0,2050
1570,9600,1.0,800
1200,11935,1.0,1200
1710,8288,1.5,1710
3000,6320,2.0,2400
2800,7845,2.0,2800
1640,7261,2.0,1640
2030,6840,1.0,1210
2530,10155,2.0,2530
990,7420,1.0,990
790,11234,1.0,790
790,11234,1.0,790
1800,7763,1.0,1470
1650,12940,1.0,1650
1980,23625,2.0,1980
2340,6350,1.0,1310
2790,5423,2.0,2790
2800,9569,1.0,1400
1840,81892,1.0,1840
1350,81549,1.0,1350
3030,3841,3.0,3030
1980,5000,2.0,1980
3690,13609,2.0,3690
3732,4426,2.5,2932
1510,6852,1.0,1510
2000,5000,1.0,1110
1760,11410,1.0,1060
1270,7566,1.0,1270
2620,7030,1.0,1420
2630,10165,1.0,1690
2270,9000,1.0,1330
2410,102366,1.0,1940
1120,881,3.0,1120
3030,7000,1.0,1540
2120,4000,1.5,1720
1720,5805,2.0,1720
2150,37981,2.0,2150
4380,47044,2.0,3720
2010,11817,2.0,2010
3150,5150,2.0,1870
2500,21780,1.0,1770
1690,6642,2.0,1690
3300,13501,1.0,2060
1240,1115,3.0,1240
2200,7201,2.0,2200
1620,3360,1.0,980
2420,9592,2.0,1780
2680,8062,1.0,1530
4250,8570,2.0,4250
2400,99752,1.0,2400
2300,12000,1.0,1770
920,1201,2.0,800
2350,18600,2.0,2350
2630,7957,2.0,2630
2170,4000,2.0,1610
1700,4125,2.0,1700
2470,4565,2.0,2470
1250,17380,1.0,1250
3110,14872,1.0,3110
1530,8925,1.0,1530
960,6250,1.0,960
1240,14110,1.0,1240
2440,15349,2.0,2440
2320,7875,1.0,1620
1580,6561,1.0,1200
2963,5797,2.0,2963
2470,10290,2.0,2230
1370,10176,1.0,1370
960,28717,1.0,960
1130,7500,1.0,880
4930,25714,2.0,4930
1150,5120,1.0,800
2190,7350,2.5,2190
1490,4080,1.0,930
2600,10183,1.0,1300
1530,9600,1.0,1200
1680,5000,1.0,980
1680,8648,1.0,1680
1900,7194,2.0,1900
1570,9467,1.0,1570
1370,17859,1.0,1150
1350,4225,1.0,1350
3010,17864,2.0,3010
1010,7838,1.0,1010
2050,7205,2.0,2050
1670,4080,1.0,1170
3840,16905,2.0,3840
2220,14120,1.0,1200
2590,9530,1.0,1640
1180,13650,1.0,1180
2950,4836,2.0,2950
7390,24829,2.0,5000
2150,31238,2.0,2150
2100,8880,1.0,2100
1650,8073,1.0,1100
1620,1325,2.5,1430
1750,12528,1.0,1750
1380,6657,2.0,1380
1510,11234,1.0,1210
1600,9072,1.0,1600
1840,220308,2.0,1840
830,7590,1.0,830
1810,1846,2.0,1440
910,7000,1.0,910
2120,3360,2.0,2120
2510,133729,2.0,2510
2100,6936,1.0,1600
2690,15000,1.0,1870
2430,11870,1.0,1590
2452,4800,2.0,2452
1550,6000,1.0,1550
2080,4556,2.0,2080
1290,3870,1.0,1290
1850,2530,2.5,1850
3370,5000,2.0,3370
2730,7506,2.0,2730
1300,7800,1.0,1300
3040,10257,2.0,3040
2440,3600,1.5,1480
1720,9000,1.0,1320
3230,5167,1.5,2000
1200,890,2.0,1030
2350,18800,1.0,2350
3100,5600,2.0,3100
2040,9565,1.0,1400
2000,4676,1.5,1250
2160,5298,2.5,2160
1970,79714,1.0,1070
2270,100545,2.0,2270
1850,7923,1.0,1150
1350,4494,1.0,920
3280,10302,1.0,1680
2270,8391,2.0,2270
2820,8307,2.0,2820
1200,11111,1.5,1200
2000,6130,1.0,1120
2310,6000,2.0,1560
4640,22703,2.0,2860
2330,11424,2.0,2330
3940,10360,2.0,3110
1440,11250,1.0,1440
1960,9300,1.0,1340
1250,2890,1.0,790
1981,5700,2.0,1981
2440,10049,2.0,2440
1150,9360,1.5,1150
1120,5650,1.0,1120
1800,5700,1.0,1000
2380,122038,2.0,2380
2920,2808,2.0,2140
2790,13791,1.0,2790
1560,7552,1.0,910
1550,15250,1.5,1550
1700,11475,1.0,970
640,6350,1.0,640
2680,10000,2.0,2040
1860,8060,2.0,1860
1490,8366,1.0,1010
2470,5044,2.0,2470
2390,8858,1.0,1740
1230,6000,1.0,780
2840,10182,1.0,1510
2120,9307,2.0,2120
1770,14400,1.0,1770
2495,4400,2.0,2495
1170,14149,1.0,880
2740,7140,2.0,2740
1050,5671,1.0,850
1130,5070,1.0,1130
880,6380,1.0,880
2403,6172,2.0,2403
3410,35040,2.0,3410
5320,20041,2.0,5320
1900,8250,1.0,950
1810,21650,2.0,1810
1200,3900,1.0,1200
2060,5950,2.0,2060
1250,10122,1.0,1250
910,4662,1.0,910
2560,41346,2.0,2560
1920,8910,1.0,1200
2240,8300,2.0,2240
1260,3855,2.0,1260
1360,13496,1.0,1360
2100,8050,2.0,2100
2110,4920,1.5,1460
2210,8955,1.0,1560
2360,12987,2.0,2360
1280,8000,1.0,1280
2740,6924,1.0,1640
2740,7571,2.0,2740
2630,9099,1.5,1830
1650,6000,1.0,1650
1770,7155,2.0,1770
1500,5750,1.5,1050
1430,12199,1.0,1130
3190,17186,2.0,3190
1280,9630,1.0,1280
2390,6820,2.0,2140
4040,9630,1.0,2020
920,8612,1.0,920
2730,10281,2.0,2730
1320,73600,1.0,1320
2620,4874,2.0,2620
3180,80837,2.0,3180
2900,4762,2.0,2900
1900,6000,1.5,1900
1760,5400,1.0,1160
760,4000,1.0,760
3710,20000,2.0,2760
1530,4944,1.0,1530
1990,18900,2.0,1870
3830,35000,1.0,2130
2040,5600,1.0,1120
2170,12220,1.0,2170
1620,7330,1.0,1090
3600,21399,1.0,2310
1470,11599,1.0,1070
1760,3000,1.5,1760
2230,13100,1.0,1510
3770,37034,2.0,2830
1200,9194,1.0,1200
2090,6294,2.0,2090
1500,7308,1.0,1210
8000,23985,2.0,6720
870,5330,1.0,870
1010,6000,1.0,1010
1010,6000,1.0,1010
1860,7881,1.0,1160
1330,5926,1.0,1330
1760,11946,2.0,1760
1800,4500,2.0,1800
1690,2402,1.5,990
660,2600,1.0,660
2400,5300,1.5,1250
3020,13031,2.0,3020
1500,2555,2.0,1500
1560,3840,1.0,960
1090,10620,1.5,1090
970,4284,1.0,970
3190,5283,2.0,3190
3190,5283,2.0,3190
1890,6052,1.0,1890
1050,7500,1.0,1050
1390,7200,1.0,1140
1700,4080,1.0,850
1050,5850,1.0,1050
3340,10796,1.0,2120
1540,17859,1.0,1540
1710,5992,1.5,1560
2100,8075,2.0,2100
1730,7980,1.0,1730
1500,2692,2.0,1500
2380,5017,2.0,2380
2180,7956,2.0,2180
1840,10080,2.0,1840
2341,9594,2.0,2341
1690,4584,2.0,1690
2490,21937,2.0,2490
2440,15540,2.0,2440
920,20412,1.0,920
1030,8786,1.0,1030
2000,5885,1.0,1260
4210,9414,2.0,4210
1610,9964,1.0,1080
1910,35015,1.0,1430
2660,5539,2.0,2660
820,4025,1.0,820
1730,18250,1.0,1730
2360,7490,2.0,2360
970,8040,1.0,970
2460,4862,2.0,2460
2690,8577,2.0,2690
1820,1991,2.0,1430
3470,4750,2.0,2370
3370,7634,1.0,2110
1700,8247,1.0,1010
1340,11070,1.0,1340
2000,9276,2.0,2000
3840,14040,1.5,2460
3890,27311,2.0,3890
1220,9100,1.5,1220
2280,4600,1.0,1250
2770,7000,1.0,1940
2520,7253,2.0,2520
3060,5000,2.0,3060
2390,7115,2.0,2390
1320,7725,1.0,1320
2900,8711,1.0,1650
700,9500,1.0,700
2210,9226,2.0,2210
2180,7741,2.0,2180
2080,4252,1.5,1550
2090,35040,1.0,1490
1720,5525,1.0,960
2460,40635,1.0,2460
1470,14821,1.0,1470
1650,3200,1.5,1650
1690,9087,1.0,1690
970,8710,1.0,970
2030,9095,1.0,1130
2540,28563,1.0,2540
1570,7475,1.0,1200
2580,9242,2.0,1720
2090,8712,1.0,1420
3260,5608,2.0,3260
3830,41263,2.0,3830
2130,6150,2.0,1530
1690,1200,2.0,1410
1780,2067,2.0,1780
1620,7560,1.0,1380
4210,6105,2.0,3280
2980,7095,2.5,2980
1490,9000,1.0,1490
2110,9825,2.0,2110
6563,32670,2.0,5153
1510,16800,1.0,1510
1830,9425,1.0,1590
1230,1820,2.0,830
2180,14135,1.0,1300
2220,8872,1.0,1110
1730,8400,1.0,1730
1990,21312,1.0,1990
1540,6760,1.0,1210
1100,7200,1.0,1100
1640,1480,1.0,820
2590,7213,2.0,2590
1450,9333,2.0,1450
1180,7793,1.0,1180
1820,7575,1.0,1220
2360,11523,2.0,2360
1120,7250,1.0,1120
1646,7364,2.0,1646
4210,14599,2.0,4210
2480,45302,1.0,1620
1590,7080,1.0,1310
2130,2620,1.5,1650
1650,7965,1.0,1650
3090,47044,1.0,2250
2180,4000,2.0,1700
1800,5750,1.0,1040
3720,35000,2.0,3720
1100,8560,1.0,1100
1530,9362,1.0,1530
3010,6100,2.0,3010
3500,9473,2.0,3500
3100,5250,2.0,3100
2000,6778,1.0,1170
2290,10372,1.0,1510
2400,10070,1.0,1510
1850,4957,2.0,1850
3680,7650,2.0,2340
1060,7473,1.0,1060
1060,7473,1.0,1060
1610,5500,1.5,1610
2330,6000,1.5,1630
1210,4800,1.0,1060
1530,8890,1.0,980
2270,12000,1.0,1360
2590,7220,2.0,2590
1850,10572,1.0,1850
1500,14750,1.5,1500
4740,49091,2.0,4740
1710,4189,1.0,1160
1920,7598,1.0,1920
1150,8138,1.0,1150
2320,4721,2.0,2320
1420,6000,1.5,1420
1550,12956,1.0,1210
2920,7200,1.0,1470
1620,4200,1.0,830
2300,24773,1.5,2300
1070,7140,1.0,1070
1790,7123,1.0,1790
1510,1962,2.0,1510
1340,5800,1.5,1340
3350,46748,2.0,3350
2500,7746,2.0,1910
2350,10664,1.0,1510
2550,12918,2.0,2550
1320,10454,1.0,1320
1270,3881,1.0,610
3480,74052,1.0,1980
2820,11625,2.0,2820
2110,6900,1.5,1220
1100,7224,1.0,1100
1920,4000,1.5,1540
1890,12236,1.0,1230
2530,43733,2.0,1530
2550,4630,2.0,2550
1550,4160,1.5,1550
1760,6600,1.0,1760
1270,3600,1.0,1270
1250,1655,2.0,830
1620,8438,1.0,1620
710,6322,1.0,710
1070,7200,1.0,1070
2320,8760,1.0,1160
5450,37058,1.5,5450
1670,5116,2.0,1670
3010,206910,2.0,3010
1340,7380,1.0,1340
790,4000,1.0,790
3400,3850,2.5,2790
1530,6350,1.5,1530
930,7129,1.0,930
1540,9800,1.0,1010
1990,29078,2.0,1990
2300,35722,1.0,2300
1220,6000,1.0,1220
2380,5650,1.0,1190
2020,7200,1.0,1010
1890,9646,1.0,1890
1330,4903,1.0,1330
1490,9844,1.0,1190
3550,9600,2.0,2550
2040,8996,1.0,1020
2380,12573,1.0,2380
1780,9969,1.0,1450
1650,2807,2.0,1650
1510,142803,1.0,1510
1100,6240,1.0,1100
2190,12626,2.0,2190
1760,2275,1.5,1040
1800,8786,1.0,1330
2000,6380,2.0,1860
990,10723,1.0,990
1480,9660,1.0,1480
1200,9488,1.0,1200
3000,204732,2.5,3000
3504,6000,2.0,3504
1300,12240,1.0,1300
1330,9188,1.5,1330
1850,6480,1.0,1120
2240,9701,2.0,2240
1260,1251,2.0,1040
2800,2580,2.0,1880
1820,14319,1.0,1820
1730,4102,3.0,1730
3350,35298,2.0,3350
3370,6550,2.0,2840
1240,3600,1.5,1240
2340,10507,1.5,2340
1880,4179,1.0,940
1810,2159,1.0,1010
2340,5668,1.0,1200
2820,4000,2.0,2820
1020,7650,1.0,1020
2090,10120,1.0,1290
1830,8734,2.0,1830
2980,5000,1.5,2480
1600,9289,1.0,1600
4440,8125,2.0,3140
1200,8514,1.0,1200
1230,4500,1.5,1230
2930,5500,1.0,1750
2370,38639,1.0,1930
3040,7000,2.0,3040
1610,13500,1.0,1060
2350,10450,1.0,1390
2000,14733,1.0,2000
3530,14406,2.0,2570
2220,9800,2.0,2220
2000,9416,1.0,2000
1210,131115,1.5,1210
1140,1181,3.0,1140
2440,28405,2.0,2440
1560,7352,1.0,1560
3210,18901,2.0,3210
930,2600,1.0,930
1782,1577,3.0,1782
1740,46580,1.0,1740
3690,36036,1.0,1890
2930,18199,2.0,2930
1230,8316,1.5,1230
2000,7000,2.0,2000
1520,7930,1.0,1160
1040,3600,1.0,1040
1120,5427,1.0,1120
3020,360241,2.0,3020
1820,8446,2.0,1820
1370,56628,1.0,1370
3130,2646,2.5,2290
1640,8301,1.0,1290
2650,9301,2.0,2650
2850,6809,2.0,2850
1820,16300,1.0,1220
1180,7000,1.0,1180
1880,14350,1.0,1640
1280,12776,1.0,1280
3120,5000,2.0,2370
2470,4948,2.0,2470
1700,4400,1.5,1700
1180,3200,1.0,590
2800,10490,1.0,1400
1300,1651359,1.0,1300
3040,9601,1.0,1970
1630,11592,2.0,1630
1340,9339,1.0,1340
1830,51836,1.0,1430
1240,10800,1.0,1240
2500,36900,1.0,1540
1760,7482,1.0,1760
2660,16677,1.0,2210
2060,15837,1.5,2060
2540,3832,2.0,1760
4830,11466,2.0,3720
1400,6000,1.0,700
4280,20296,2.0,4280
2230,10414,1.0,1450
680,1638,1.0,680
2340,3784,2.0,2340
2070,14196,2.0,2070
1910,4225,1.0,910
950,4250,1.5,950
2910,53898,1.0,1510
2930,33981,2.0,2930
2610,8967,2.0,2610
3880,7180,2.0,3880
3320,53392,2.0,2000
1940,4800,2.0,1940
2510,9800,2.0,2510
2660,5608,2.0,2660
1710,134489,1.0,1710
1320,4520,1.0,1320
960,8153,1.0,960
1790,11542,1.0,1190
950,3060,1.0,810
2940,5054,2.0,2940
930,1662,1.0,670
4570,10615,2.0,4570
2370,9000,1.0,1570
3430,15119,2.0,3430
3540,4750,2.0,3540
2240,9314,2.0,2240
2710,12138,1.0,1700
2660,4975,2.0,2660
2540,5022,1.0,1540
2210,7665,2.0,2210
3570,8250,2.0,2860
3450,33460,2.0,3450
2330,8364,1.0,2330
1690,3250,1.5,1550
1030,8414,1.0,1030
2560,5618,1.5,2220
1950,3000,2.0,1950
4370,22863,2.5,3670
2350,3904,2.5,2350
3160,7210,1.0,1880
2430,9103,2.0,2430
1340,306848,1.0,1340
1010,10168,1.0,1010
1770,8755,1.0,1330
1210,7136,1.0,1210
3330,17533,1.0,1750
1240,5400,1.0,1060
1250,4620,1.5,1150
2960,41656,2.0,2960
840,12252,1.0,840
1530,8028,1.0,1200
3750,11025,2.0,3750
2150,8250,1.0,1240
1560,4080,1.0,1560
2040,5775,1.0,1410
860,5000,1.0,860
1720,7119,1.5,1720
2090,8941,2.0,2090
2130,10650,2.0,2130
1300,11867,1.5,1300
1220,15600,1.0,1220
2420,4800,1.5,1520
2940,156988,2.0,1870
2610,7567,2.0,2610
1880,7500,1.0,980
2330,6703,1.5,1710
2200,3141,2.0,2060
1720,7560,1.0,1720
2250,10171,2.0,2250
1640,6305,1.5,1640
4130,11444,2.0,4130
2600,3839,2.0,2600
1920,7973,1.0,1920
2060,7000,1.0,2060
5710,24663,2.0,5710
2720,183823,2.0,2720
1490,7275,1.0,1090
2360,9005,1.0,1340
1940,8875,1.0,1940
2570,9503,2.0,2570
1160,36831,1.0,1160
2660,206480,1.0,2660
1260,3000,2.0,1260
1780,6120,1.0,1310
3180,6105,2.0,3180
3380,27589,2.0,3380
2690,15000,2.0,1890
1180,6552,1.0,1180
1660,11783,1.0,1160
2260,6300,2.0,2260
1910,5428,1.0,1390
2430,8960,1.0,1430
1300,2500,1.0,770
1060,4650,1.0,910
2200,8000,2.0,2200
1720,3050,1.5,1040
2360,8290,1.0,1180
820,4234,1.0,820
1030,4400,1.0,1030
2030,5688,2.0,1730
2700,11675,1.5,1950
1100,7600,1.0,1100
3620,5131,2.0,2350
1340,8000,1.0,1340
1790,12000,1.0,1040
3830,13800,1.0,2030
1580,7200,1.0,1080
2020,7200,1.0,1700
3330,9557,2.0,3330
2610,3500,1.5,1610
2610,8760,1.0,1760
1740,1280,3.0,1740
1840,8580,1.0,1840
1080,3200,1.0,880
1240,4532,1.5,1240
5620,5800,3.0,4700
1170,8925,1.0,1170
1760,9602,2.0,1760
2230,26989,1.0,1400
1520,7350,1.0,1140
1450,4750,1.0,850
1600,6510,1.0,940
3220,5751,2.0,3220
1830,8601,2.0,1830
2200,9163,1.0,1430
2170,8678,1.0,2170
1900,7843,2.0,1900
2960,9877,1.0,1480
1710,4234,2.0,1330
2620,17366,1.0,1430
2140,3600,2.0,1680
2100,19680,1.5,2100
2100,19680,1.5,2100
1460,4961,1.0,1150
990,8250,1.0,990
2190,6800,1.0,1340
3990,42436,2.0,2710
2340,3630,2.0,2340
2460,5921,1.0,1230
2080,6150,1.0,1040
1700,8400,2.0,1700
1330,6768,1.0,1330
1630,10762,1.0,1630
2920,11880,1.0,1660
2830,6137,2.0,2830
3190,52953,2.0,3190
1490,3840,2.0,1490
1630,3425,2.0,1630
2280,4096,2.0,2280
3010,4360,2.0,2000
1590,3480,2.0,1590
1250,7210,1.0,1250
1710,10190,1.0,1310
3280,8448,2.0,3280
3362,8601,2.0,3362
2200,11000,2.0,2200
830,920,2.0,830
2160,37000,1.5,1760
2580,7299,2.0,2580
2150,7007,1.0,2150
3510,28052,2.0,3510
3810,9916,2.0,3810
2020,2750,1.0,1010
2120,10202,1.0,1620
1250,7157,1.0,1250
980,9115,1.0,980
1250,8400,1.0,960
1100,5000,1.5,1100
1330,9417,1.0,710
2560,8956,1.0,1500
1850,11250,1.5,1210
2790,3600,2.0,1880
1660,4704,1.5,1260
1080,2674,1.0,720
3030,9374,1.0,2100
2380,12067,2.0,2380
2250,26337,1.0,2250
880,5111,1.0,880
2770,10051,2.0,2770
1340,10200,1.5,1340
1660,8160,1.0,1660
1710,3795,2.0,1710
1620,4879,1.0,1040
1530,8829,1.0,1530
1440,10111,1.0,1440
2020,16120,1.0,2020
1870,8663,1.0,1870
620,4760,1.0,620
5774,31675,1.0,4490
1240,6195,1.0,1240
1890,10661,1.0,1460
2410,51763,1.0,1410
1530,3984,2.0,1530
2800,9900,1.0,2800
1460,6360,1.0,1010
1580,6250,1.0,860
1450,2400,1.5,1450
1990,23200,1.0,1990
4470,17877,3.0,3230
1980,3868,1.0,1220
2920,9904,2.0,2920
1660,6200,1.0,830
3190,6000,1.5,2410
1560,9600,1.0,1560
3050,33920,1.0,3050
3030,21780,2.0,3030
2260,4165,2.0,2260
1260,7920,1.0,1260
3370,11757,2.0,3370
1490,8000,1.0,1490
1570,9292,1.0,1110
4490,7623,2.0,3090
4090,24825,2.0,3400
4150,96574,2.0,4150
2900,10400,1.0,1530
1430,8775,1.0,1030
1008,26487,1.0,1008
1480,5120,1.0,840
1240,8050,1.0,1240
1370,9760,1.0,1110
1770,33132,1.0,1190
2160,15360,1.0,1410
2340,8971,2.0,2340
960,40946,1.0,960
2280,8190,1.0,1390
1970,7000,1.0,1970
1530,17664,1.5,1530
1790,3952,1.5,1790
1700,6000,2.0,1700
2660,4500,1.0,1330
1950,52256,1.0,1950
1340,5670,2.0,1340
1130,12500,1.5,1130
1950,2719,1.0,1010
3790,8200,1.0,2120
2020,85813,2.0,2020
800,5100,1.0,800
1770,8890,1.0,1770
940,87120,1.0,940
2260,16188,1.0,2260
890,3271,1.0,890
860,3880,1.0,860
680,9600,1.0,680
2130,35679,1.0,2130
2390,4555,2.0,2390
3488,9614,2.0,3488
1260,6223,1.0,820
2940,6000,1.0,1590
2440,7322,2.0,2440
2600,11951,2.0,2600
2080,7020,1.0,1040
1990,7173,1.0,1990
2840,18001,2.0,2840
2630,8800,1.0,1610
2820,7200,2.0,2460
1560,4080,1.5,1560
2330,7050,2.0,2330
3320,20100,1.0,1810
1730,14270,1.0,1730
3110,5868,2.0,3110
1230,9660,1.0,1230
950,4625,1.0,950
1890,13860,1.0,1890
1010,5000,1.0,1010
1010,8581,1.0,1010
2340,13383,1.0,1170
2460,9296,2.0,2460
1010,3400,1.0,1010
1650,6000,2.0,1650
1440,6702,1.0,1440
1710,9100,1.5,1320
2760,11287,2.0,2000
1350,10096,1.0,1350
1660,4800,2.0,1660
2960,4760,2.0,2160
1090,8750,1.0,1090
3110,9015,2.0,3110
1380,7476,1.0,1380
1290,3140,2.0,1290
1980,13964,1.0,1980
870,6126,1.0,870
2470,5015,2.0,2470
2140,40098,1.0,1490
770,9750,1.0,770
1490,857,3.0,1220
2510,35020,1.0,1610
1950,9000,1.0,1130
3600,14720,1.0,1800
2380,7850,2.0,2380
720,6687,1.0,720
4070,26000,2.0,4070
1250,150117,1.0,1250
2190,2416,3.0,2190
810,2451,1.0,810
2440,5750,1.0,1320
1740,9150,1.0,1740
1480,97138,1.5,1480
2120,57050,2.0,2120
900,4368,1.0,900
1190,7570,1.0,1190
1010,6000,1.0,750
2100,17882,2.0,2100
2020,8424,1.0,1380
2520,5980,1.0,1790
1370,1140,2.0,1080
1530,2890,2.0,1530
1530,2890,2.0,1530
5040,16048,1.0,3420
2530,24700,2.0,2530
1010,1968,1.5,1010
1200,7727,1.0,1200
2720,11740,1.0,2720
1850,6125,1.5,1110
2340,8828,1.0,2340
1860,9750,1.0,1460
1940,8990,1.0,1560
1680,6194,1.0,1680
1770,10184,1.0,1250
1790,6371,2.0,1790
1720,9600,1.0,1720
1280,6967,1.5,1280
1690,4988,2.0,1690
2190,7294,2.0,2190
710,5200,1.0,710
1890,10707,1.0,1890
1410,12282,1.5,1410
2210,3600,2.0,1820
1540,6250,1.0,1540
1350,7255,1.0,1350
1380,4300,1.5,1380
890,6095,1.0,890
1900,3255,2.0,1900
1240,5200,1.0,1240
1730,8490,1.0,1210
2090,10306,2.0,2090
1650,11220,1.0,1650
1130,1221,2.0,1030
3240,5750,1.0,2160
3840,12151,2.0,3840
1200,9936,1.0,1200
870,5000,1.0,870
2410,6000,2.0,2220
1560,8078,1.5,1560
2410,46609,2.0,2410
2300,7700,1.0,1380
1390,12145,1.0,1390
2920,5568,2.0,2320
1370,3708,1.5,1370
950,7692,1.0,950
3090,7708,2.0,3090
2390,10000,1.0,1590
2070,4944,2.0,2070
5770,21300,2.0,5770
1460,7936,2.0,1460
1510,4980,1.0,1510
5180,19606,1.0,2610
3430,13907,2.0,3430
1700,8400,1.0,1700
2640,8000,1.0,1320
1200,15960,1.5,1200
1850,4945,1.5,1850
1510,9078,1.0,1510
2130,2800,1.0,1070
2640,8055,2.0,2640
3000,4000,1.5,1970
1870,5455,1.0,1060
990,9223,1.0,990
2005,7000,1.0,1605
2030,7700,1.0,1400
1500,7350,1.0,1060
1530,3900,1.5,1530
1990,3600,2.0,1990
1420,7650,1.0,1100
1400,13975,1.0,1400
1870,5692,2.0,1870
3040,36246,1.5,2680
1790,7259,1.0,1390
1590,4500,1.0,920
2050,9396,1.0,1170
4220,26784,1.0,2110
4030,13474,2.0,4030
1770,9011,1.0,1050
2100,7236,1.0,1400
2120,15003,2.0,2120
2600,18042,1.0,2020
2400,4000,2.0,1860
3180,40946,1.0,1690
2790,8793,1.0,1640
2080,70567,2.0,2080
1370,4102,2.0,1370
2790,74495,2.0,2790
1740,5719,1.0,1740
6400,76665,1.0,3810
1800,8518,2.0,1800
1800,8518,2.0,1800
1190,7280,1.0,1190
860,8308,1.0,860
2460,6600,1.0,1370
1980,6660,2.0,1980
670,4640,1.0,670
1410,4800,1.5,1410
1860,7000,1.0,1120
980,9135,1.0,980
3040,5000,2.0,2080
1810,11800,1.0,1240
1560,8250,1.0,1320
2100,7960,1.0,1340
2500,15250,2.0,2500
520,22334,1.0,520
3010,7221,2.0,3010
2140,8162,1.0,1420
2390,7000,1.0,1990
1510,6807,1.0,1090
2210,19025,1.0,1460
2170,8396,2.0,2170
1790,2375,3.0,1790
1390,8700,1.0,840
1850,7735,1.0,1850
1480,43645,1.0,1480
1850,8823,1.0,1370
3350,3752,2.0,2550
1040,8410,1.0,1040
2810,12607,2.0,2810
1010,5750,1.0,1010
2250,7752,2.0,2250
1800,8000,1.0,1800
2400,17239,1.0,1890
1780,4000,1.5,1780
2120,14915,1.0,1720
1860,6607,2.0,1860
1460,1021,2.0,1150
1230,10350,1.0,1230
1088,8453,1.0,1088
800,5760,1.0,700
1190,10350,1.0,1190
1940,4182,1.0,1240
3300,10764,1.0,1720
2590,11018,2.0,2590
2080,11375,1.0,2080
2680,5439,2.0,2680
1670,8364,1.0,1300
1830,4400,1.5,1720
1400,2003,1.0,700
2770,8521,1.0,1470
3630,11019,1.0,2150
